X, Y ,Z
-52.13852,3.757148, 9.654279
-51.42834,3.546361, 10.48964
-52.35134,3.187112, 11.95953
-55.09774,0.8932366, 10.65661
-52.12651,3.729779, 9.619797
-51.41119,3.51665, 10.45955
-52.33864,3.150056, 11.93612
-55.10266,0.8613734, 10.63714
-52.1166,3.707188, 9.591333
-51.39703,3.492127, 10.43472
-52.32817,3.119469, 11.9168
-55.10762,0.8292618, 10.61751
-52.10661,3.684421, 9.562649
-51.38276,3.467413, 10.40969
-52.31761,3.088644, 11.89732
-55.11264,0.7967563, 10.59765
-52.0965,3.661373, 9.533611
-51.36831,3.442395, 10.38435
-52.30692,3.05744, 11.87761
-55.11867,0.7577105, 10.57379
-52.08435,3.63369, 9.498734
-51.35096,3.412344, 10.35392
-52.29408,3.019958, 11.85393
-55.12372,0.7250147, 10.5538
-52.07418,3.610508, 9.469526
-51.33643,3.38718, 10.32843
-52.28333,2.988572, 11.8341
-55.12864,0.693202, 10.53436
-52.06429,3.587953, 9.441109
-51.32229,3.362696, 10.30363
-52.27287,2.958033, 11.81481
-55.13388,0.6592369, 10.5136
-52.05373,3.563872, 9.410769
-51.30719,3.336555, 10.27716
-52.2617,2.925428, 11.79422
-55.13877,0.6276259, 10.49428
-52.04389,3.541461, 9.382532
-51.29314,3.312227, 10.25252
-52.2513,2.895084, 11.77505
-55.14477,0.588758, 10.47053
-52.0318,3.513903, 9.347813
-51.27587,3.282313, 10.22223
-52.23852,2.857773, 11.75148
-55.14956,0.5577455, 10.45157
-52.02216,3.491917, 9.32011
-51.26209,3.258444, 10.19806
-52.22832,2.828004, 11.73267
-55.15456,0.5253563, 10.43178
-52.01208,3.468953, 9.291176
-51.2477,3.233517, 10.17281
-52.21767,2.796911, 11.71303
-55.16041,0.4874821, 10.40863
-52.0003,3.442101, 9.257343
-51.23087,3.204367, 10.14329
-52.20522,2.760554, 11.69006
-55.16541,0.4551072, 10.38884
-51.99023,3.419147, 9.228423
-51.21648,3.17945, 10.11805
-52.19457,2.729476, 11.67043
-55.17032,0.4233418, 10.36943
-51.98035,3.396626, 9.200048
-51.20236,3.155001, 10.09329
-52.18413,2.698983, 11.65116
-55.17528,0.3912416, 10.34981
-51.97036,3.373868, 9.171373
-51.1881,3.130296, 10.06827
-52.17357,2.668168, 11.6317
-55.18131,0.3521919, 10.32594
-51.95821,3.346181, 9.13649
-51.17074,3.100241, 10.03784
-52.16073,2.630682, 11.60801
-55.1863,0.3199058, 10.30621
-51.94817,3.32329, 9.107651
-51.15639,3.075393, 10.01267
-52.15012,2.59969, 11.58844
-55.19116,0.2884402, 10.28698
-51.93839,3.300981, 9.079542
-51.14241,3.051175, 9.988146
-52.13977,2.569484, 11.56935
-55.19624,0.255507, 10.26685
-51.92814,3.277632, 9.050124
-51.12777,3.025828, 9.962476
-52.12894,2.537871, 11.54938
-55.2022,0.2169623, 10.2433
-51.91615,3.250303, 9.015692
-51.11064,2.996163, 9.932432
-52.11626,2.50087, 11.52601
-55.20708,0.1853266, 10.22396
-51.90631,3.227874, 8.987432
-51.09658,2.971815, 9.907774
-52.10586,2.470501, 11.50682
-55.21218,0.1523676, 10.20382
-51.89606,3.204506, 8.957991
-51.08194,2.946448, 9.882084
-52.09502,2.438862, 11.48683
-55.2176,0.1172714, 10.18237
-51.88514,3.179624, 8.926641
-51.06634,2.919436, 9.85473
-52.08348,2.405172, 11.46555
-55.22252,0.08540392, 10.16289
-51.87523,3.157029, 8.898174
-51.05218,2.89491, 9.829891
-52.07301,2.374581, 11.44623
-55.2283,0.04796457, 10.14001
-51.86358,3.130483, 8.864729
-52.06069,2.33864, 11.42352
-55.2332,0.01627398, 10.12064
-51.85373,3.108016, 8.836421
-52.05027,2.30822, 11.4043
-55.23809,-0.01538658, 10.10129
-51.84388,3.085569, 8.80814
-52.03248,2.25627, 11.37148
-55.24392,-0.05315399, 10.07821
-51.83213,3.058792, 8.774403
-55.24884,-0.08500862, 10.05874
-51.82222,3.036208, 8.745947
-55.25393,-0.1179142, 10.03863
-51.81199,3.012878, 8.716554
-55.2589,-0.1501293, 10.01894
-51.80196,2.990037, 8.687777
-55.26489,-0.1888933, 9.995253
-51.78991,2.962554, 8.653149
-55.26974,-0.2203178, 9.976046
-51.78013,2.940274, 8.625076
-55.27493,-0.2538643, 9.955543
-51.7697,2.916489, 8.59511
-55.28006,-0.2870855, 9.93524
-51.75936,2.892937, 8.565434
-55.28507,-0.3195238, 9.915415
-51.74927,2.869939, 8.536457
-55.29097,-0.3577604, 9.892046
-51.73738,2.842829, 8.502302
-55.29606,-0.3907003, 9.871914
-51.72713,2.819475, 8.472877
-55.30125,-0.4243183, 9.851366
-51.71667,2.795639, 8.442844
-55.30626,-0.4566898, 9.831581
-51.7066,2.772687, 8.413927
-55.31141,-0.4900665, 9.811182
-51.69622,2.749022, 8.384111
-51.68615,2.726068, 8.35519
-51.67425,2.698937, 8.321007
-51.66416,2.675939, 8.292028
-51.65407,2.652947, 8.263062
-51.64349,2.628841, 8.232691
-51.6318,2.602183, 8.199102
-51.6218,2.579398, 8.170395
-51.59469,2.517595, 8.092527
-51.58494,2.495376, 8.064531
-54.90345,2.655995, 10.02476
-54.9058,2.642099, 10.01182
-54.91033,2.615275, 9.986847
-54.91584,2.582689, 9.956509
-54.92022,2.556776, 9.932384
-54.9251,2.527897, 9.905499
-54.93056,2.49562, 9.875449
-54.93495,2.469647, 9.851268
-54.94046,2.437046, 9.820915
-54.94505,2.409875, 9.79562
-54.94987,2.381417, 9.769126
-54.95491,2.351588, 9.741356
-54.95938,2.325135, 9.716727
-54.96486,2.292723, 9.686552
-54.96955,2.264987, 9.660728
-54.97464,2.234859, 9.632681
-54.97911,2.208397, 9.608046
-54.98429,2.177789, 9.579548
-54.98895,2.150264, 9.553923
-54.99442,2.117857, 9.523754
-54.999,2.090762, 9.498528
-55.00368,2.063066, 9.472744
-55.00867,2.033604, 9.445314
-55.01419,2.000943, 9.414907
-55.019,1.972448, 9.388378
-55.02342,1.946342, 9.364074
-55.02836,1.917105, 9.336855
-55.03358,1.886264, 9.308142
-55.03838,1.857826, 9.281665
-55.04346,1.827804, 9.253715
-55.04784,1.801875, 9.229576
-55.77475,1.506912, 10.00381
-55.05283,1.772407, 9.202141
-55.78334,1.475488, 9.979633
-55.05801,1.741714, 9.173565
-55.79229,1.442758, 9.954449
-55.06309,1.711695, 9.145618
-55.80104,1.410747, 9.929817
-55.93306,3.075158, 9.337154
-55.06808,1.682154, 9.118116
-55.80965,1.379245, 9.905578
-55.93678,3.065676, 9.326251
-55.0726,1.65543, 9.093237
-55.81744,1.350749, 9.883651
-55.94596,3.042295, 9.299368
-55.07785,1.624368, 9.064319
-55.82649,1.317626, 9.858164
-55.95663,3.015121, 9.26812
-55.08225,1.598344, 9.040091
-55.83408,1.289875, 9.83681
-55.96556,2.992352, 9.24194
-55.08745,1.567594, 9.011462
-55.84304,1.257083, 9.811579
-55.97612,2.965449, 9.211006
-55.09282,1.535809, 8.981871
-55.8523,1.22319, 9.785499
-55.98704,2.937642, 9.179031
-55.09744,1.508496, 8.956443
-55.86026,1.194065, 9.763088
-55.99642,2.913746, 9.151556
-55.10209,1.481005, 8.930849
-55.86828,1.16475, 9.740532
-56.00586,2.889695, 9.123901
-55.10694,1.452316, 8.90414
-55.87664,1.134157, 9.716992
-56.01571,2.864596, 9.095041
-55.11167,1.424327, 8.878082
-55.8848,1.10431, 9.694027
-56.02532,2.840109, 9.066885
-55.11657,1.395358, 8.851112
-55.89324,1.073418, 9.670256
-56.03527,2.814763, 9.037742
-55.12226,1.361648, 8.819729
-55.90306,1.037472, 9.642597
-56.04684,2.785272, 9.00383
-55.12732,1.331773, 8.791916
-55.91177,1.005615, 9.618086
-56.0571,2.759135, 8.973777
-55.13171,1.305812, 8.767746
-55.91934,0.9779315, 9.596784
-56.06602,2.736423, 8.94766
-55.13652,1.277349, 8.741247
-55.92764,0.9475789, 9.573429
-56.07579,2.711521, 8.919028
-55.14118,1.249743, 8.715547
-55.93568,0.9181428, 9.550779
-56.08527,2.68737, 8.891258
-55.14679,1.216601, 8.684692
-55.94534,0.8828006, 9.523585
-56.09665,2.658374, 8.857918
-55.15156,1.188371, 8.658409
-55.95357,0.8526969, 9.500422
-56.10635,2.633677, 8.829519
-55.15657,1.158714, 8.630798
-55.96222,0.8210716, 9.476088
-56.11653,2.607728, 8.799683
-55.16088,1.133209, 8.607054
-55.96965,0.7938747, 9.45516
-56.12529,2.585414, 8.774025
-55.16613,1.102196, 8.57818
-55.97869,0.7608032, 9.429714
-56.13594,2.558282, 8.742826
-55.17076,1.074781, 8.552656
-55.98668,0.7315688, 9.407219
-56.14536,2.534297, 8.715247
-55.17583,1.044783, 8.524728
-55.99542,0.6995797, 9.382605
-56.15565,2.508051, 8.68507
-55.18105,1.013918, 8.495993
-56.00442,0.6666679, 9.357279
-56.16626,2.48105, 8.65402
-55.18548,0.9877043, 8.471587
-56.01206,0.6387138, 9.33577
-56.17525,2.458115, 8.627649
-55.19061,0.9573832, 8.443358
-56.0209,0.6063809, 9.31089
-56.18567,2.431587, 8.597147
-55.19519,0.9302607, 8.418108
-56.0288,0.5774593, 9.288635
-56.19498,2.407859, 8.569862
-55.20074,0.8974872, 8.387596
-56.03835,0.5425105, 9.261744
-56.20624,2.379186, 8.536894
-55.20572,0.868031, 8.360172
-56.04694,0.5110989, 9.237574
-56.21635,2.353414, 8.50726
-55.21032,0.8408237, 8.334843
-56.05487,0.4820871, 9.21525
-56.2257,2.329611, 8.479891
-55.21524,0.8117113, 8.307738
-56.06335,0.4510427, 9.191363
-56.23569,2.304141, 8.450603
-55.2201,0.7829432, 8.280956
-56.07174,0.4203668, 9.167759
-56.24557,2.278975, 8.421665
-55.22486,0.7547922, 8.254747
-56.07994,0.3903475, 9.144661
-56.25524,2.254346, 8.393345
-55.23009,0.7238264, 8.225918
-56.08897,0.3573256, 9.119251
-56.26587,2.227254, 8.362194
-55.23534,0.692802, 8.197035
-56.09801,0.3242421, 9.093796
-56.27653,2.200111, 8.330984
-55.23985,0.6661482, 8.172219
-56.10578,0.2958198, 9.071925
-56.28568,2.176793, 8.30417
-55.24547,0.6328592, 8.141228
-56.11548,0.2603221, 9.044611
-56.29711,2.147668, 8.270681
-55.24969,0.6078868, 8.117977
-56.12276,0.2336912, 9.02412
-56.30569,2.12582, 8.24556
-55.25421,0.5811825, 8.093117
-56.13055,0.2052164, 9.002209
-56.31486,2.102458, 8.218697
-55.25922,0.5515714, 8.06555
-56.13918,0.1736393, 8.977912
-56.32502,2.076551, 8.188908
-55.26421,0.5220294, 8.038046
-56.14779,0.1421371, 8.953672
-56.33517,2.050707, 8.159191
-55.26959,0.4902101, 8.008423
-56.15706,0.1082063, 8.927565
-56.3461,2.022868, 8.12718
-55.27408,0.4636393, 7.983685
-56.16481,0.07987261, 8.905762
-56.35522,1.99962, 8.100451
-54.72995,1.826557, 10.28191
-55.27885,0.4354501, 7.957441
-56.17302,0.04981279, 8.882633
-56.3649,1.974958, 8.072094
-54.73219,1.807548, 10.26738
-55.28383,0.4059792, 7.930003
-56.18161,0.01838732, 8.858452
-56.37502,1.949175, 8.042446
-54.73599,1.775452, 10.24285
-55.2892,0.3741994, 7.900416
-56.19088,-0.01550198, 8.832376
-56.38593,1.921371, 8.010477
-54.74008,1.740842, 10.2164
-55.29387,0.3466182, 7.874737
-56.19891,-0.04491425, 8.809744
-56.3954,1.897239, 7.982729
-54.74363,1.710804, 10.19345
-55.29848,0.3192921, 7.849297
-56.20688,-0.07405376, 8.787323
-56.40479,1.873333, 7.95524
-54.74715,1.681045, 10.1707
-55.30357,0.2892194, 7.8213
-56.21564,-0.1061192, 8.762648
-56.41512,1.847024, 7.924988
-54.75102,1.648294, 10.14567
-55.30841,0.2605557, 7.794614
-56.224,-0.1366863, 8.739128
-56.42496,1.821947, 7.896153
-54.75471,1.617079, 10.12182
-55.31404,0.2272739, 7.763629
-56.2337,-0.1721764, 8.71182
-56.43639,1.792829, 7.862672
-54.759,1.580834, 10.09412
-55.31844,0.2012715, 7.739421
-56.24128,-0.1999035, 8.690485
-56.44532,1.77008, 7.836514
-54.76235,1.552516, 10.07247
-55.32296,0.174521, 7.714517
-56.24907,-0.2284279, 8.668535
-56.4545,1.746677, 7.809604
-54.76579,1.523386, 10.05021
-55.32809,0.1441569, 7.686248
-56.25792,-0.2608089, 8.643621
-56.46493,1.720111, 7.779059
-54.7697,1.490317, 10.02494
-55.33386,0.110024, 7.65447
-56.26787,-0.2972069, 8.615614
-56.47665,1.690249, 7.744721
-54.7741,1.453144, 9.996529
-55.3382,0.08438301, 7.630599
-56.27535,-0.3245478, 8.594575
-56.48546,1.667816, 7.718927
-54.7774,1.42522, 9.975187
-55.3426,0.05832767, 7.606341
-56.4944,1.645021, 7.692716
-54.78075,1.396845, 9.953501
-55.34769,0.02823353, 7.578324
-56.50474,1.618694, 7.662442
-54.78463,1.364071, 9.928453
-55.35236,0.0005836487, 7.552583
-56.51423,1.594503, 7.634626
-54.78819,1.333961, 9.905441
-55.35741,-0.02923775, 7.524819
-56.52448,1.568413, 7.604627
-54.79203,1.301484, 9.880621
-55.36233,-0.05837822, 7.497689
-56.53448,1.542919, 7.575311
-54.79578,1.269748, 9.856366
-55.36759,-0.08945942, 7.468753
-56.54515,1.515726, 7.544044
-54.79979,1.235899, 9.830496
-54.45578,3.855481, 9.139443
-55.37267,-0.1194935, 7.440792
-56.55547,1.48945, 7.513831
-54.80365,1.203191, 9.805499
-54.4584,3.831654, 9.105753
-55.37703,-0.1452904, 7.416774
-56.56433,1.466881, 7.487879
-54.80697,1.175097, 9.784028
-54.46065,3.811189, 9.076813
-55.38309,-0.1811504, 7.383387
-56.57664,1.435507, 7.451804
-54.81159,1.136043, 9.754181
-54.46378,3.78274, 9.036585
-55.38698,-0.2041636, 7.361962
-56.58455,1.415374, 7.428653
-54.81456,1.11098, 9.735027
-54.46579,3.764484, 9.010769
-55.39171,-0.2321358, 7.33592
-54.81816,1.080518, 9.711746
-54.46823,3.742294, 8.979391
-55.39717,-0.2644234, 7.305862
-54.82232,1.045356, 9.684874
-54.47104,3.716681, 8.943172
-55.40215,-0.2939043, 7.278413
-50.92686,0.8068247, 8.762199
-54.82611,1.013247, 9.660334
-54.47362,3.693291, 8.910097
-55.40685,-0.3217192, 7.252519
-50.9151,0.7792945, 8.738325
-54.82969,0.9829559, 9.637184
-54.47604,3.671226, 8.878897
-55.41166,-0.3501472, 7.226053
-50.90308,0.7511568, 8.713925
-54.83335,0.9519968, 9.613523
-54.47852,3.648674, 8.847008
-55.41707,-0.3821535, 7.196256
-50.88954,0.7194767, 8.686453
-54.83747,0.917141, 9.586884
-54.48132,3.623284, 8.811104
-50.87814,0.6927924, 8.663313
-54.84095,0.8877816, 9.564445
-54.48367,3.601897, 8.780862
-50.86549,0.6631823, 8.637635
-54.8448,0.8552027, 9.539547
-54.48627,3.578165, 8.747305
-50.85275,0.6333671, 8.61178
-54.84867,0.8223987, 9.514476
-54.4889,3.554269, 8.713514
-50.84064,0.6050076, 8.587187
-54.85236,0.7911963, 9.490629
-54.49141,3.531541, 8.681374
-50.82781,0.574985, 8.561152
-54.85627,0.7581644, 9.465385
-54.49405,3.507478, 8.64735
-50.81579,0.5468454, 8.53675
-54.85993,0.7272034, 9.441723
-54.49653,3.484926, 8.615459
-50.80448,0.5203781, 8.513797
-54.86338,0.6980824, 9.419467
-54.49886,3.463712, 8.585463
-50.79262,0.4926052, 8.489713
-54.86699,0.6675258, 9.396113
-54.50131,3.441453, 8.553988
-50.77944,0.4617705, 8.462973
-54.871,0.6335998, 9.370185
-54.50403,3.41674, 8.519041
-50.76598,0.4302688, 8.435656
-54.8751,0.5989404, 9.343697
-54.50681,3.391493, 8.483341
-50.75494,0.404429, 8.413248
-54.87846,0.5705094, 9.321968
-54.50908,3.370783, 8.454056
-50.74244,0.3751464, 8.387854
-54.51167,3.347314, 8.42087
-50.72994,0.3458948, 8.362489
-54.51424,3.323869, 8.387718
-50.71829,0.3186264, 8.338841
-54.51664,3.302015, 8.356813
-50.70682,0.2917771, 8.315557
-50.693,0.2594404, 8.287516
-50.68224,0.2342634, 8.265682
-50.67022,0.2061067, 8.241264
-50.65806,0.17765, 8.216587
-50.64545,0.1481533, 8.19101
-50.63221,0.1171398, 8.164115
-50.62022,0.08908415, 8.139786
-50.60904,0.06291533, 8.117092
-50.59678,0.03422594, 8.092215
-50.58438,0.00520134, 8.067044
-50.57036,-0.02762604, 8.038578
-50.55875,-0.05478477, 8.015024
-50.54543,-0.0859766, 7.987977
-50.53419,-0.1122875, 7.965162
-50.52209,-0.1406097, 7.9406
-50.50968,-0.1696472, 7.91542
-50.4985,-0.1958132, 7.892728
-50.48433,-0.2289848, 7.863961
-49.32893,2.759082, 10.24024
-50.47366,-0.2539711, 7.842293
-49.30979,2.737609, 10.22074
-50.46157,-0.2822628, 7.817759
-49.28812,2.713294, 10.19866
-50.44833,-0.3132439, 7.790892
-49.26439,2.686667, 10.17448
-50.43523,-0.3439064, 7.764303
-49.2409,2.660316, 10.15055
-50.42123,-0.3766899, 7.735874
-49.21579,2.632142, 10.12496
-50.41055,-0.4016819, 7.7142
-49.19664,2.610663, 10.10545
-50.39939,-0.4278049, 7.691547
-49.17664,2.588212, 10.08506
-50.3877,-0.4551754, 7.667811
-49.15567,2.564688, 10.06369
-50.37546,-0.4838104, 7.642981
-49.13374,2.54008, 10.04135
-50.36271,-0.5136547, 7.617101
-49.11087,2.514431, 10.01805
-50.35073,-0.5417042, 7.592776
-49.08939,2.490324, 9.996159
-50.33717,-0.573431, 7.565264
-49.06509,2.463058, 9.971395
-50.3248,-0.6023884, 7.540151
-49.04291,2.43817, 9.948792
-50.30877,-0.6399002, 7.507622
-49.01417,2.405932, 9.919514
-50.3007,-0.6587982, 7.491233
-48.9997,2.38969, 9.904762
-50.28755,-0.6895809, 7.464539
-48.97612,2.363235, 9.880736
-50.27713,-0.7139616, 7.443397
-48.95744,2.342282, 9.861708
-50.26376,-0.7452564, 7.416258
-48.93347,2.315388, 9.83728
-50.25107,-0.7749691, 7.390493
-48.91071,2.289853, 9.814089
-50.23865,-0.8040276, 7.365294
-48.88846,2.264878, 9.791409
-50.22746,-0.8302355, 7.342568
-48.86838,2.242355, 9.770954
-50.21597,-0.8571224, 7.319252
-48.84779,2.219248, 9.749968
-50.20155,-0.8908625, 7.289994
-48.82195,2.190252, 9.723633
-48.79936,2.164913, 9.700621
-48.77863,2.141654, 9.679497
-48.75943,2.120114, 9.659935
-48.73756,2.095579, 9.637651
-48.71228,2.067214, 9.611893
-48.69271,2.045257, 9.59195
-48.67129,2.021223, 9.570122
-48.64936,1.996616, 9.547775
-48.62473,1.968984, 9.52268
-48.60173,1.943172, 9.499237
-48.58118,1.92012, 9.478302
-48.55809,1.894209, 9.45477
-48.53832,1.872034, 9.434631
-48.51568,1.846629, 9.411558
-48.49502,1.823443, 9.390501
-48.47313,1.798888, 9.3682
-48.45,1.772934, 9.344629
-48.42753,1.747721, 9.321731
-48.40518,1.722646, 9.298959
-48.38125,1.695797, 9.274575
-48.36234,1.674581, 9.255306
-48.33841,1.647726, 9.230917
-48.31899,1.625939, 9.21113
-48.29624,1.600415, 9.18795
-48.27413,1.575611, 9.165422
-48.25168,1.550421, 9.142546
-48.22849,1.524399, 9.118913
-48.20824,1.501676, 9.098275
-48.18629,1.477047, 9.075909
-48.16463,1.452752, 9.053844
-48.14197,1.427329, 9.030754
-48.12078,1.403554, 9.009163
-48.0919,1.37115, 8.979733
-45.30772,3.625077, 10.18933
-48.07147,1.348228, 8.958916
-45.27662,3.609429, 10.17213
-48.05009,1.324236, 8.937126
-45.2492,3.595624, 10.15695
-48.03123,1.303071, 8.917904
-45.21872,3.580281, 10.14008
-48.01026,1.27955, 8.896542
-45.1832,3.562409, 10.12043
-47.98584,1.252149, 8.871657
-45.1505,3.545948, 10.10232
-47.96334,1.226911, 8.848736
-45.12026,3.53073, 10.08559
-47.94255,1.203578, 8.827545
-45.08964,3.515315, 10.06864
-47.92149,1.179946, 8.806083
-45.05511,3.497937, 10.04953
-47.89774,1.153302, 8.781884
-45.02422,3.482393, 10.03244
-47.8765,1.12947, 8.76024
-44.99001,3.465173, 10.01351
-47.85297,1.103071, 8.736263
-44.95927,3.449699, 9.99649
-47.83183,1.079347, 8.714718
-44.92914,3.434533, 9.979814
-47.8111,1.056094, 8.693601
-44.89314,3.416413, 9.959888
-47.78634,1.028313, 8.668369
-44.86682,3.403168, 9.945324
-47.76824,1.008004, 8.649926
-44.83314,3.386217, 9.926683
-47.74508,0.9820156, 8.626324
-44.80053,3.369805, 9.908637
-47.72265,0.9568524, 8.603472
-44.76901,3.35394, 9.891192
-47.70097,0.9325309, 8.581381
-44.73441,3.336521, 9.872038
-47.67717,0.9058247, 8.557127
-44.70272,3.320574, 9.854502
-47.65538,0.8813739, 8.534922
-44.67378,3.306008, 9.838486
-47.63548,0.8590426, 8.514639
-44.64051,3.289262, 9.820071
-47.61259,0.8333678, 8.491322
-44.60845,3.273128, 9.802329
-47.59055,0.8086295, 8.468855
-44.57834,3.257974, 9.785666
-47.56984,0.7853966, 8.447755
-44.54367,3.240521, 9.766477
-47.54599,0.7586408, 8.423454
-44.51108,3.22412, 9.748442
-47.52357,0.7334938, 8.400617
-44.47962,3.208289, 9.731033
-47.50194,0.7092214, 8.378572
-44.44984,3.193301, 9.714553
-47.48146,0.6862431, 8.357703
-44.41531,3.175921, 9.695442
-47.45771,0.6595979, 8.333504
-44.38248,3.159398, 9.677273
-47.43513,0.6342635, 8.310495
-44.35076,3.143431, 9.659716
-47.41332,0.6097841, 8.288264
-44.32028,3.128088, 9.642845
-47.39235,0.5862617, 8.266901
-44.28913,3.112413, 9.625608
-47.37093,0.5622292, 8.245075
-44.25372,3.094589, 9.60601
-47.34658,0.5349021, 8.220257
-44.22488,3.080075, 9.59005
-44.19105,3.063046, 9.571324
-44.15757,3.046191, 9.552792
-44.12805,3.031335, 9.536455
-44.09286,3.013626, 9.516981
-44.06553,2.999869, 9.501857
-44.03288,2.983433, 9.483784
-43.99814,2.965952, 9.46456
-43.96846,2.951015, 9.448135
-43.93357,2.933451, 9.428822
-43.90159,2.917355, 9.411123
-43.87347,2.903202, 9.395559
-43.83997,2.886341, 9.37702
-43.80486,2.868673, 9.357592
-43.77244,2.852353, 9.339647
-43.74132,2.836692, 9.322425
-43.71386,2.822869, 9.307226
-43.67955,2.805604, 9.28824
-43.6454,2.788413, 9.269339
-43.61755,2.774395, 9.253925
-43.58384,2.757428, 9.235268
-43.55042,2.740604, 9.216768
-43.51732,2.723948, 9.198454
-43.48353,2.706939, 9.17975
-43.45754,2.69386, 9.165368
-43.42236,2.676152, 9.145897
-40.21632,1.518862, 9.864124
-43.39086,2.6603, 9.128465
-40.18303,1.503205, 9.851717
-43.35977,2.64465, 9.111257
-40.14955,1.487466, 9.839244
-43.32851,2.628919, 9.093957
-40.11311,1.470328, 9.825663
-43.29448,2.611787, 9.075119
-40.08147,1.455455, 9.813877
-43.26494,2.596922, 9.058773
-40.04488,1.438248, 9.800241
-43.23077,2.579723, 9.03986
-40.19117,0.8068037, 6.824014
-40.01149,1.422548, 9.787802
-43.19959,2.564032, 9.022606
-40.15957,0.7903404, 6.805302
-39.97697,1.406318, 9.774941
-43.16736,2.54781, 9.004768
-40.1276,0.7736893, 6.786376
-39.94207,1.389904, 9.761934
-43.13476,2.531402, 8.986727
-40.0972,0.7578516, 6.768374
-39.90886,1.374292, 9.749562
-43.10376,2.515798, 8.969566
-40.06667,0.74195, 6.7503
-39.87553,1.358617, 9.737141
-43.07263,2.500129, 8.952338
-40.03362,0.7247343, 6.730733
-39.83943,1.341646, 9.723692
-43.03893,2.483168, 8.933687
-40.00004,0.7072382, 6.710847
-39.80275,1.324398, 9.710026
-43.00467,2.465929, 8.91473
-39.96857,0.6908455, 6.692215
-39.76838,1.308239, 9.69722
-42.97258,2.449776, 8.896969
-39.94044,0.6761951, 6.675562
-39.73767,1.293795, 9.685774
-42.94389,2.435339, 8.881096
-39.91006,0.6603699, 6.657576
-39.70449,1.278196, 9.673413
-42.91292,2.419748, 8.863951
-39.87305,0.6410894, 6.63566
-39.66407,1.25919, 9.658352
-42.87517,2.40075, 8.843061
-39.8413,0.6245527, 6.616864
-39.6294,1.242887, 9.645433
-42.8428,2.384456, 8.825144
-39.81413,0.6103992, 6.600778
-39.59973,1.228936, 9.634378
-42.81509,2.37051, 8.809811
-39.77514,0.5900879, 6.577692
-39.55715,1.208913, 9.618511
-42.77533,2.350497, 8.787804
-39.75199,0.5780287, 6.563985
-39.53186,1.197025, 9.609091
-42.75172,2.338614, 8.774738
-39.71865,0.5606585, 6.544242
-39.49545,1.179902, 9.595522
-42.71771,2.321499, 8.755919
-39.69012,0.5458002, 6.527354
-39.4643,1.165256, 9.583916
-42.68862,2.30686, 8.73982
-39.65862,0.5293903, 6.508703
-39.42989,1.14908, 9.571096
-42.6565,2.290691, 8.722041
-39.62719,0.5130148, 6.490089
-39.39557,1.132938, 9.558305
-42.62444,2.274555, 8.7043
-39.59555,0.4965343, 6.471357
-39.36102,1.116691, 9.545431
-42.59218,2.258317, 8.686443
-39.56331,0.4797401, 6.452269
-39.32581,1.100136, 9.532312
-42.5593,2.241771, 8.668247
-38.31272,0.3580956, 8.636406
-39.53308,0.463995, 6.434372
-39.29279,1.084614, 9.520013
-42.52847,2.226255, 8.651188
-38.2742,0.3393321, 8.620779
-39.49727,0.4453402, 6.413169
-39.25368,1.066226, 9.505441
-42.49195,2.207875, 8.630976
-38.24471,0.3249655, 8.608817
-39.46986,0.4310579, 6.396935
-39.22375,1.052147, 9.494284
-42.464,2.193802, 8.615502
-38.20918,0.3076568, 8.594404
-39.43682,0.4138508, 6.377377
-39.18767,1.035185, 9.480843
-42.43031,2.176848, 8.596859
-38.17672,0.2918453, 8.581238
-39.40665,0.3981314, 6.359509
-39.15472,1.019689, 9.468564
-42.39954,2.16136, 8.579829
-38.13818,0.273068, 8.565601
-39.37081,0.3794641, 6.33829
-39.11558,1.001287, 9.453981
-42.36299,2.142967, 8.559603
-38.10896,0.2588329, 8.553747
-39.34364,0.3653107, 6.322205
-39.08591,0.9873371, 9.442926
-42.33529,2.129023, 8.544271
-38.07573,0.2426467, 8.54027
-39.31275,0.3492193, 6.303914
-39.05218,0.9714742, 9.430357
-42.30379,2.113169, 8.526836
-38.0401,0.2252913, 8.525817
-39.27962,0.3319654, 6.284303
-39.016,0.9544654, 9.416879
-42.27001,2.096167, 8.508142
-38.00738,0.2093525, 8.512545
-39.24921,0.3161211, 6.266294
-38.98278,0.9388452, 9.404501
-42.23899,2.080555, 8.490974
-37.97392,0.1930528, 8.498972
-39.2181,0.2999153, 6.247875
-38.94881,0.9228721, 9.391843
-42.20727,2.064588, 8.473417
-37.94142,0.1772213, 8.485788
-39.18789,0.2841778, 6.229986
-38.91581,0.9073577, 9.379548
-42.17646,2.049081, 8.456366
-37.90221,0.1581163, 8.46988
-39.15143,0.2651844, 6.208399
-38.876,0.8886366, 9.364712
-42.13927,2.030367, 8.435787
-37.87244,0.1436172, 8.457806
-39.12376,0.2507715, 6.192016
-38.84578,0.8744273, 9.353452
-42.11106,2.016164, 8.42017
-37.83835,0.1270118, 8.443977
-39.09206,0.2342625, 6.173252
-38.81116,0.8581538, 9.340556
-42.07874,1.999897, 8.402285
-37.80475,0.1106424, 8.430346
-39.06083,0.2179899, 6.154756
-38.77705,0.8421121, 9.327845
-42.04688,1.983863, 8.384653
-37.76907,0.09326077, 8.415872
-39.02765,0.2007084, 6.135115
-38.74082,0.825078, 9.314346
-42.01305,1.966837, 8.365931
-37.73458,0.07645655, 8.40188
