0.8035983,231.1767,33,33
1.231067,231.336,37,37
1.053336,231.1229,27,27
1.479463,155.4886,31,31
1.297738,230.9478,34,34
1.425868,231.0091,38,38
1.299171,231.2571,36,36
1.727961,154.9256,28,28
1.604516,230.6981,33,33
1.498017,230.8107,37,37
